Symbol,Date,Open,High,Low,Close,Volume
123420,2013-02-28,19600,19600,19600,19604,1000
123420,2013-03-04,19600,19647,19577,19651,4606
123420,2013-03-05,19577,19647,19577,19581,5159
123420,2013-03-06,19577,19600,19577,19604,7903
123420,2013-03-07,19647,19647,19600,19604,269
123420,2013-03-08,19600,19647,19577,19651,3747
123420,2013-03-11,19600,19600,19577,19581,1316
123420,2013-03-12,19553,19647,19553,19651,316
123420,2013-03-13,19529,19647,19529,19651,2041
123420,2013-03-14,19647,19647,19529,19651,1089
123420,2013-03-15,19647,19647,19647,19651,0
123420,2013-03-18,19577,19577,19577,19581,200
123420,2013-03-19,19577,19600,19577,19604,13082
123420,2013-03-20,19577,19647,19577,19651,3097
123420,2013-03-21,19529,19647,19529,19651,419
123420,2013-03-22,19624,19624,19624,19628,30
123420,2013-03-25,19671,19671,19671,19672,1
123420,2013-03-26,19671,19671,19671,19672,0
123420,2013-03-27,19671,19671,19671,19672,0
123420,2013-03-28,19671,19671,19671,19672,1060
123420,2013-03-29,19671,19671,19647,19651,5115
123420,2013-04-01,19671,19671,19647,19672,44381
123420,2013-04-02,19671,19671,19671,19672,161
123420,2013-04-03,19671,19671,19671,19672,0
123420,2013-04-04,19671,19671,19671,19672,228
123420,2013-04-05,19718,19718,19718,19719,10
123420,2013-04-08,19695,19695,19695,19695,0
123420,2013-04-09,19647,19647,19647,19651,2000
123420,2013-04-10,19647,19718,19647,19651,1987
123420,2013-04-11,19647,19671,19647,19672,1203
123420,2013-04-12,19647,19671,19553,19672,23476
123420,2013-04-15,19624,19624,19624,19628,1759
123420,2013-04-16,19600,19624,19600,19628,6061
123420,2013-04-17,19671,19695,19671,19672,13085
123420,2013-04-18,19671,19671,19671,19672,1413
123420,2013-04-19,19671,19695,19671,19695,24231
123420,2013-04-22,19695,19695,19695,19695,29000
123420,2013-04-23,19695,19695,19695,19695,13035
123420,2013-04-24,19695,19718,19695,19719,3793
123420,2013-04-25,19695,19695,19695,19695,14990
123420,2013-04-26,19695,19695,19695,19695,752
123420,2013-04-29,19695,19695,19695,19695,6242
123420,2013-04-30,19718,19718,19695,19695,1803
123420,2013-05-02,19695,19718,19695,19719,27977
123420,2013-05-03,19718,19765,19695,19742,20383
123420,2013-05-06,19742,19742,19718,19742,2596
123420,2013-05-07,19718,19742,19718,19742,11794
123420,2013-05-08,19742,19742,19742,19742,17300
123420,2013-05-09,19765,19789,19742,19790,37513
123420,2013-05-10,19765,19789,19765,19766,39941
123420,2013-05-13,19789,19789,19765,19790,54466
123420,2013-05-14,19789,19813,19789,19790,43268
123420,2013-05-15,19789,19813,19789,19813,28047
123420,2013-05-16,19813,19813,19789,19790,1124
123420,2013-05-20,19789,19813,19789,19790,11124
123420,2013-05-21,19789,19813,19789,19813,14233
123420,2013-05-22,19813,19860,19813,19837,5868
123420,2013-05-23,19836,19860,19836,19860,50396
123420,2013-05-24,19907,20049,19907,20049,199309
123420,2013-05-27,20096,20096,19931,19931,34459
123420,2013-05-28,19931,20072,19931,20073,122680
123420,2013-05-29,20096,20423,20096,20262,125753
123420,2013-05-30,0,0,0,20262,0
123420,2013-05-31,0,0,0,20262,0
123420,2013-06-03,0,0,0,20262,0
123420,2013-06-04,0,0,0,20262,0
123420,2013-06-05,0,0,0,20262,0
123420,2013-06-07,0,0,0,20262,0
123420,2013-06-10,0,0,0,20262,0
123420,2013-06-11,0,0,0,20262,0
123420,2013-06-12,0,0,0,20262,0
123420,2013-06-13,0,0,0,20262,0
123420,2013-06-14,0,0,0,20262,0
123420,2013-06-17,0,0,0,20262,0
123420,2013-06-18,0,0,0,20262,0
123420,2013-06-19,0,0,0,20262,0
123420,2013-06-20,0,0,0,20262,0
123420,2013-06-21,0,0,0,20262,0
123420,2013-06-24,0,0,0,20262,0
123420,2013-06-25,0,0,0,20262,0
123420,2013-06-26,0,0,0,20262,0
123420,2013-06-27,0,0,0,20262,0
123420,2013-06-28,0,0,0,20262,0
123420,2013-07-01,0,0,0,20262,0
123420,2013-07-02,0,0,0,20262,0
123420,2013-07-03,0,0,0,20262,0
123420,2013-07-04,0,0,0,20262,0
123420,2013-07-05,0,0,0,20262,0
123420,2013-07-08,0,0,0,20262,0
123420,2013-07-09,0,0,0,20262,0
123420,2013-07-10,0,0,0,20262,0
123420,2013-07-11,0,0,0,20262,0
123420,2013-07-12,0,0,0,20262,0
123420,2013-07-15,0,0,0,20262,0
123420,2013-07-16,0,0,0,20262,0
123420,2013-07-17,0,0,0,20262,0
123420,2013-07-18,0,0,0,20262,0
123420,2013-07-19,0,0,0,20262,0
123420,2013-07-22,0,0,0,20262,0
123420,2013-07-23,0,0,0,20262,0
123420,2013-07-24,0,0,0,20262,0
123420,2013-07-25,0,0,0,20262,0
123420,2013-07-26,20261,21239,17227,17227,858932
123420,2013-07-29,16013,16013,14766,14783,1927102
123420,2013-07-30,15120,16991,15086,16705,3764672
123420,2013-07-31,16148,16620,15204,15575,1478622
123420,2013-08-01,15508,16435,15457,15693,781173
123420,2013-08-02,15676,15980,15423,15592,431526
123420,2013-08-05,15642,17497,15508,16283,1433793
123420,2013-08-06,16283,16300,15575,15778,709250
123420,2013-08-07,15878,16283,15457,16149,476008
123420,2013-08-08,15845,16064,15693,15710,297911
123420,2013-08-09,15710,15794,15272,15323,208136
123420,2013-08-12,15322,15322,14800,14918,285829
123420,2013-08-13,14884,15491,14867,14867,208725
123420,2013-08-14,15036,15322,14816,15272,165994
123420,2013-08-16,15238,15390,15002,15188,143090
123420,2013-08-19,15052,15204,14732,14733,190193
123420,2013-08-20,14732,14968,14159,14362,228542
123420,2013-08-21,14361,14682,14142,14513,179881
123420,2013-08-22,14294,14715,14243,14412,78943
123420,2013-08-23,14328,14901,14311,14513,111140
123420,2013-08-26,14429,14547,14226,14497,148695
123420,2013-08-27,14328,14631,14328,14497,92133
123420,2013-08-28,14344,15238,14328,14497,141172
123420,2013-08-29,14361,14479,14294,14345,107217
123420,2013-08-30,14361,14513,14210,14294,105170
123420,2013-09-02,14243,14294,14108,14159,67657
123420,2013-09-03,14159,14395,14159,14210,26381
123420,2013-09-04,14446,14446,14277,14328,44748
123420,2013-09-05,14395,14429,14176,14395,31810
123420,2013-09-06,14395,14496,14328,14497,154668
123420,2013-09-09,14597,14631,14361,14497,317342
123420,2013-09-10,14496,15508,14243,14328,499484
123420,2013-09-11,14361,14547,14361,14497,76282
123420,2013-09-12,14698,14850,14277,14800,380251
123420,2013-09-13,14800,15103,14395,14463,362000
123420,2013-09-16,14580,14732,12743,14328,120117
123420,2013-09-17,14193,14378,13687,14345,45576
123420,2013-09-23,14344,14614,14041,14581,74637
123420,2013-09-24,14328,14597,14260,14497,519117
123420,2013-09-25,14496,14631,14311,14362,58107
123420,2013-09-26,14361,14513,14277,14294,56057
123420,2013-09-27,14311,14530,14260,14497,45932
123420,2013-09-30,14631,14631,14277,14513,42099
123420,2013-10-01,14513,14513,13974,14379,54217
123420,2013-10-02,14395,14530,14210,14379,118281
123420,2013-10-04,14125,15103,14125,14665,245306
123420,2013-10-07,14665,15069,14496,14665,67360
123420,2013-10-08,14749,15676,14631,15238,323321
123420,2013-10-10,15474,15474,14800,15120,136588
123420,2013-10-11,15170,15575,14934,15508,130834
123420,2013-10-14,15373,16317,15238,16149,320278
123420,2013-10-15,16081,16148,15642,15913,153484
123420,2013-10-16,15912,16199,14833,15441,184823
123420,2013-10-17,15373,15440,14564,14834,108685
123420,2013-10-18,14833,15170,14783,15137,70672
123420,2013-10-21,15052,15541,15019,15508,80862
123420,2013-10-22,15524,15642,15103,15525,77388
123420,2013-10-23,15524,15558,14833,15373,47752
123420,2013-10-24,15356,15508,14732,15053,69748
123420,2013-10-25,15069,15137,14580,15019,89857
123420,2013-10-28,15019,15170,14850,15036,18907
123420,2013-10-29,15036,15036,14530,14834,52918
123420,2013-10-30,14597,14968,14462,14733,78438
123420,2013-10-31,14732,16468,14732,15508,411492
123420,2013-11-01,15828,15828,15187,15609,160010
123420,2013-11-04,15170,15626,14631,14749,178815
123420,2013-11-05,15440,15828,14092,14176,970031
123420,2013-11-06,14395,14530,13485,13485,510385
123420,2013-11-07,13485,13603,12136,12912,355864
123420,2013-11-08,12507,13080,12440,12676,139211
123420,2013-11-11,12676,13046,12507,12642,138453
123420,2013-11-12,12642,13771,12642,13199,206495
123420,2013-11-13,13687,14294,13603,13721,663136
123420,2013-11-14,13957,14024,13485,14025,290175
123420,2013-11-15,13754,14159,13754,14058,174662
123420,2013-11-18,13906,14108,13653,13873,133399
123420,2013-11-19,13872,14092,13063,13098,98440
123420,2013-11-20,13046,13097,12709,12862,106985
123420,2013-11-21,12861,12878,12372,12811,133896
123420,2013-11-22,12810,12810,12136,12170,195017
123420,2013-11-25,12035,12389,12035,12322,161591
123420,2013-11-26,12338,13417,12136,12980,175084
123420,2013-11-27,12912,13097,12676,12963,29528
123420,2013-11-28,12962,13434,12928,13199,73798
123420,2013-11-29,13451,13451,13164,13418,76040
123420,2013-12-02,14159,14530,13653,14345,441207
123420,2013-12-03,14328,14328,13923,14328,126610
123420,2013-12-04,14058,14429,14058,14412,117635
123420,2013-12-05,14429,14446,14058,14328,65219
123420,2013-12-06,14328,14412,13485,13822,180759
123420,2013-12-09,13856,14058,13552,13856,79121
123420,2013-12-10,13620,14092,13148,13317,98621
123420,2013-12-11,13316,13754,13316,13688,86043
123420,2013-12-12,13552,13754,13552,13704,37109
123420,2013-12-13,13636,13990,13316,13907,62235
123420,2013-12-16,14058,14058,13569,13772,26327
123420,2013-12-17,13906,13906,13350,13721,40182
123420,2013-12-18,13721,13856,13417,13806,56742
123420,2013-12-19,13805,13974,13603,13822,41596
123420,2013-12-20,13974,13974,13451,13654,55925
123420,2013-12-23,13653,13754,13485,13721,18713
123420,2013-12-24,13721,13889,13485,13755,52940
123420,2013-12-26,13502,13788,13434,13654,50770
123420,2013-12-27,13974,13974,13485,13839,29742
123420,2013-12-30,13957,14530,13856,14294,106715
123420,2014-01-02,14294,14783,14260,14716,349114
123420,2014-01-03,14951,16401,14766,15171,3221676
123420,2014-01-06,15676,16283,15339,15845,1312439
123420,2014-01-07,16013,16199,15474,15845,602550
123420,2014-01-08,15878,16805,15845,16115,660889
123420,2014-01-09,16097,16957,15878,16823,806017
123420,2014-01-10,16890,17699,16401,17295,743604
123420,2014-01-13,17699,19351,17598,18272,3210969
123420,2014-01-14,18407,18441,17193,17565,2401488
123420,2014-01-15,17261,17733,16013,17497,2858923
123420,2014-01-16,17699,18036,16957,17329,1054257
123420,2014-01-17,17564,17867,16215,16216,1486462
123420,2014-01-20,17699,18643,17631,18643,3539511
123420,2014-01-21,18980,19823,18070,18711,1812697
123420,2014-01-22,19149,20733,18710,20430,2435467
123420,2014-01-23,21171,21711,20227,21239,1909405
123420,2014-01-24,21711,24408,21643,24408,1720382
123420,2014-01-27,25790,28049,25149,25622,3246737
123420,2014-01-28,26195,27813,25352,26633,2105085
123420,2014-01-29,27004,30611,26970,30611,1982557
123420,2014-02-03,29229,29566,26970,27206,3541586
123420,2014-02-04,26599,31285,25790,31286,5608114
123420,2014-02-05,32870,34893,32398,33713,4251131
123420,2014-02-06,33679,35398,29903,31353,2330066
123420,2014-02-07,30881,33241,30510,32601,2131927
123420,2014-02-10,33477,34724,32971,33410,1684190
123420,2014-02-11,36747,38264,35735,37084,4147778
123420,2014-02-12,36747,37758,35398,37253,1496973
123420,2014-02-13,38770,40455,37421,38264,2236356
123420,2014-02-14,38095,38770,37084,38770,755008
123420,2014-02-17,38264,41467,37758,40793,1266044
123420,2014-02-18,40118,41972,39275,41299,734044
123420,2014-02-19,41804,43489,40961,43153,616478
123420,2014-02-20,43152,49221,42815,48547,1833392
123420,2014-02-21,50063,50738,44164,48884,2110372
123420,2014-02-24,48546,49895,46524,48884,664407
123420,2014-02-25,50232,52760,49389,52255,880635
123420,2014-02-26,51075,56132,51075,55121,942050
123420,2014-02-27,55626,57312,53603,55289,922732
123420,2014-02-28,54615,55795,52255,55289,883027
123420,2014-03-03,55289,58492,53940,56807,1006684
123420,2014-03-04,56975,58997,56300,56807,786167
123420,2014-03-05,57986,58155,48546,49558,3229442
123420,2014-03-06,51243,52255,47704,51244,2935072
123420,2014-03-07,51749,58829,51243,58661,3484035
123420,2014-03-10,62537,67426,61694,63718,4161325
123420,2014-03-11,64560,65066,59840,64898,2985029
123420,2014-03-12,65403,66920,61694,63381,1925795
123420,2014-03-13,63212,65740,60683,65741,1837515
123420,2014-03-14,63043,64729,61020,63212,1492386
123420,2014-03-17,63549,63717,54446,56132,2381033
123420,2014-03-18,57312,60346,56300,57312,1682361
123420,2014-03-19,58997,59335,52255,56638,1970762
123420,2014-03-20,55795,60346,54783,56469,1653238
123420,2014-03-21,57312,58155,54446,54447,1113634
123420,2014-03-24,55626,56300,51581,55795,1750769
123420,2014-03-25,62032,64054,57312,57312,4060263
123420,2014-03-26,56469,56975,52592,52761,1792439
123420,2014-03-27,50906,53603,49895,52424,1921968
123420,2014-03-28,52929,53603,51749,52424,855254
123420,2014-03-31,52255,52760,48209,48210,1139536
123420,2014-04-01,49052,52086,48209,50570,1141241
123420,2014-04-02,51412,52929,50401,51918,783677
123420,2014-04-03,51412,56300,50906,52592,1569003
123420,2014-04-04,53266,54446,51749,53941,670745
123420,2014-04-07,54278,55289,53098,53435,538192
123420,2014-04-08,52760,54278,50906,52592,611853
123420,2014-04-09,53603,54109,52592,52592,354582
123420,2014-04-10,52760,59672,51749,59672,2692178
123420,2014-04-11,57817,59672,57312,58324,1042621
123420,2014-04-14,57817,58997,56637,58155,679408
123420,2014-04-15,58323,62200,57649,59504,1454564
123420,2014-04-16,58492,59503,56975,57818,679889
123420,2014-04-17,58323,58492,53940,54784,726346
123420,2014-04-18,53266,56806,53266,54447,967497
123420,2014-04-21,54952,55120,53435,54109,395943
123420,2014-04-22,53940,56132,53603,55458,512839
123420,2014-04-23,56806,57986,54446,54447,859556
123420,2014-04-24,54783,56806,52929,56638,847562
123420,2014-04-25,55795,57649,55120,55289,446761
123420,2014-04-28,54278,54783,50906,51918,968699
123420,2014-04-29,52255,52929,51412,52087,299737
123420,2014-04-30,52423,52760,48883,50064,551430
123420,2014-05-02,50063,51918,50063,51244,229339
123420,2014-05-07,52929,55458,52423,54615,1195753
123420,2014-05-08,55795,55963,48041,49053,2700874
123420,2014-05-09,49389,49389,44332,45681,2297886
123420,2014-05-12,45849,46692,43827,46018,1260637
123420,2014-05-13,45512,47029,45175,45513,906250
123420,2014-05-14,45849,46355,44669,45344,680691
123420,2014-05-15,45849,48883,45344,45344,1623239
123420,2014-05-16,45344,45849,43658,44670,544426
123420,2014-05-19,45006,45344,41972,42647,890989
123420,2014-05-20,42478,43489,39781,43153,866966
123420,2014-05-21,43321,45681,42478,44164,877184
123420,2014-05-22,44838,44838,42478,42647,523642
123420,2014-05-23,42815,43827,41635,42141,675815
123420,2014-05-26,42984,43658,42141,42478,358735
123420,2014-05-27,42647,42815,40118,41973,548675
123420,2014-05-28,41972,43321,41129,42141,438353
123420,2014-05-29,42815,44332,41804,42816,744483
123420,2014-05-30,42815,43827,42141,43827,453042
123420,2014-06-02,43995,43995,40624,40624,485828
123420,2014-06-03,40455,40792,37590,39781,725039
123420,2014-06-05,39275,39950,35398,35399,858941
123420,2014-06-09,36578,37590,36072,36579,614011
123420,2014-06-10,36241,41972,36241,40961,1581862
123420,2014-06-11,41129,41972,39781,40793,781125
123420,2014-06-12,40792,45681,40287,43321,2142465
123420,2014-06-13,43995,45512,42984,44164,838041
123420,2014-06-16,44501,44838,43152,43996,518096
123420,2014-06-17,43321,44501,42309,42310,784200
123420,2014-06-18,42309,43152,41804,42141,323580
123420,2014-06-19,42647,48378,42647,48378,2819142
123420,2014-06-20,49558,53266,49052,52255,3165781
123420,2014-06-23,53435,54446,50738,52930,1409126
123420,2014-06-24,52423,52592,50401,51581,1136823
123420,2014-06-25,50906,56806,49895,53435,2798380
123420,2014-06-26,54615,56300,53435,53435,1119011
123420,2014-06-27,53435,54783,52086,53435,744956
123420,2014-06-30,55120,56132,53603,54109,809098
123420,2014-07-01,54783,55120,53266,54615,627514
123420,2014-07-02,55120,57986,54109,55458,1742494
123420,2014-07-03,56469,57312,52760,54109,1276756
123420,2014-07-04,54109,54446,50063,51412,1954788
123420,2014-07-07,51412,52086,50401,51750,1022721
123420,2014-07-08,52592,52929,46692,47535,2743641
123420,2014-07-09,46861,47366,44838,47367,1570188
123420,2014-07-10,47872,48041,46018,46018,852367
123420,2014-07-11,45512,48883,45512,47535,1614313
123420,2014-07-14,47535,48715,46861,47873,676768
123420,2014-07-15,50738,54952,49558,54952,3973060
123420,2014-07-16,59166,60514,56469,57818,5287048
123420,2014-07-17,56975,58492,55795,58324,2275386
123420,2014-07-18,57480,59335,56806,57144,1449191
123420,2014-07-21,57143,65234,56637,64055,5367873
123420,2014-07-22,66077,67594,63043,63718,3099138
123420,2014-07-23,63380,65740,62032,63549,2060778
123420,2014-07-24,64223,65571,60514,60852,1390886
123420,2014-07-25,60683,63717,58997,63043,2139384
123420,2014-07-28,64054,64054,58997,58998,1326995
123420,2014-07-29,58829,61357,54446,55627,2490811
123420,2014-07-30,57312,57817,53435,57481,2325421
123420,2014-07-31,56637,57480,52592,52930,1808351
123420,2014-08-01,51243,53435,50063,50907,1522478
123420,2014-08-04,52592,58492,52255,58492,2645897
123420,2014-08-05,60009,61189,56300,56975,2588187
123420,2014-08-06,56637,63380,55795,62032,4953893
123420,2014-08-07,62032,62369,52760,52761,7945849
123420,2014-08-08,51412,54615,49895,50738,4140991
123420,2014-08-11,52929,54109,50738,50907,2230905
123420,2014-08-12,50569,57817,49895,54615,5731388
123420,2014-08-13,54615,56132,53772,54278,1600219
123420,2014-08-14,54278,55458,52086,53267,1484583
123420,2014-08-18,54278,57480,53772,55795,2625640
123420,2014-08-19,57649,57986,53435,54278,1893168
123420,2014-08-20,54446,56637,53772,56469,1450377
123420,2014-08-21,55120,55289,53266,54447,1333326
123420,2014-08-22,54446,54952,52760,53604,949035
123420,2014-08-25,54109,55795,53435,53941,1053468
123420,2014-08-26,54109,56975,53603,55458,1860507
123420,2014-08-27,55963,56132,53266,53267,1047527
123420,2014-08-28,53772,54278,52592,53435,583520
123420,2014-08-29,53603,54615,53098,53941,681681
123420,2014-09-01,54783,56132,53940,54278,1268546
123420,2014-09-02,54783,54952,53266,53435,744257
123420,2014-09-03,53266,53435,48209,49727,2034347
123420,2014-09-04,49726,51075,48546,50401,826316
123420,2014-09-05,50232,51749,49726,49895,715481
123420,2014-09-11,55458,57312,54278,57312,3032205
123420,2014-09-12,58829,63549,56300,60178,7860533
123420,2014-09-15,62369,65740,61189,63549,5636083
123420,2014-09-16,65066,66246,61526,62032,2847651
123420,2014-09-17,63043,70797,61526,70797,4947840
123420,2014-09-18,69786,74674,68943,71135,5280744
123420,2014-09-19,71808,74337,70628,72652,2881505
123420,2014-09-22,72314,72820,66246,68100,3330019
123420,2014-09-23,67763,70797,62706,67763,5753778
123420,2014-09-24,67426,68437,65740,68100,2089674
123420,2014-09-25,67763,68268,63043,63043,2930130
123420,2014-09-26,63717,71303,63380,69112,5990507
123420,2014-09-29,69786,71977,68100,68100,2839108
123420,2014-09-30,66246,70123,64391,69280,3205993
123420,2014-10-01,69280,69786,65234,65741,1960052
123420,2014-10-02,66077,67931,65234,66415,1684414
123420,2014-10-06,68606,74337,68100,72820,5490975
123420,2014-10-07,73157,74505,71134,74169,2736678
123420,2014-10-08,72820,75348,72483,74843,2196133
123420,2014-10-10,73663,73663,70291,71135,1717144
123420,2014-10-13,72651,79562,71808,76360,5397907
123420,2014-10-14,75854,76697,72988,75180,2235516
123420,2014-10-15,74505,77708,72145,72483,2098556
123420,2014-10-16,72145,76360,70460,75012,2087120
123420,2014-10-17,76191,79562,75180,78383,3020343
123420,2014-10-20,77708,78214,75348,75854,1721290
123420,2014-10-21,75685,76022,72145,72989,1693477
123420,2014-10-22,73663,74674,72314,72315,1229869
123420,2014-10-23,72145,73663,66246,69280,2305205
123420,2014-10-24,69954,71303,65740,69618,2137707
123420,2014-10-27,68606,69280,66414,67426,1218562
123420,2014-10-28,68100,74000,67594,70966,2803641
123420,2014-10-29,72988,74000,70291,71135,1411948
123420,2014-10-30,71303,71303,67594,67763,1124791
123420,2014-10-31,68437,69617,65740,67763,1051697
123420,2014-11-03,66920,67257,64729,64898,816201
123420,2014-11-04,64391,65234,59840,60515,1538681
123420,2014-11-05,58997,62874,57480,58155,1523665
123420,2014-11-06,59166,61694,56975,57818,1758048
123420,2014-11-07,61863,63549,58829,59504,2116309
123420,2014-11-10,59840,60177,57312,57312,1142277
123420,2014-11-11,58155,60009,55795,60009,1270741
123420,2014-11-12,59672,59840,57480,57818,857934
123420,2014-11-13,58829,61020,58155,60684,1125576
123420,2014-11-14,60514,61189,59166,59504,658643
123420,2014-11-17,59335,59503,54278,54278,1048155
123420,2014-11-18,54278,57143,54278,55458,769322
123420,2014-11-19,56806,57817,56132,56807,564127
123420,2014-11-20,56300,60514,56300,57481,1215996
123420,2014-11-21,60852,61189,57986,58998,1039263
123420,2014-11-24,58323,59503,56132,57649,938007
123420,2014-11-25,57312,58155,56300,57986,831990
123420,2014-11-26,58492,58997,56975,57986,602419
123420,2014-11-27,58155,59672,57817,57818,582069
123420,2014-11-28,57817,57986,54783,56638,742247
123420,2014-12-01,56300,57986,55626,56638,591207
123420,2014-12-02,57649,61189,57649,60684,2051976
123420,2014-12-03,63380,69786,62706,69786,4241085
123420,2014-12-04,71303,75854,69111,73832,6464899
123420,2014-12-05,75180,77371,71134,72483,4227976
123420,2014-12-08,74168,76528,72145,74000,2567616
123420,2014-12-09,73157,73494,69111,69112,2011605
123420,2014-12-10,69954,72314,68606,70460,1809968
123420,2014-12-11,69280,70291,63549,64392,2613546
123420,2014-12-12,64560,64729,60009,62706,2772329
123420,2014-12-15,61526,64391,61020,61864,1013050
123420,2014-12-16,63549,66246,61863,63549,2275803
123420,2014-12-17,62537,63380,60514,61526,1582398
123420,2014-12-18,61863,62369,57480,58829,1665309
123420,2014-12-19,60009,61020,57986,60178,938280
123420,2014-12-22,61020,61694,59672,59672,742200
123420,2014-12-23,59335,60346,57649,57818,948858
123420,2014-12-24,58155,60514,57986,58829,640080
123420,2014-12-26,59335,60852,58660,59504,757766
123420,2014-12-29,59335,59672,56975,57481,754578
123420,2014-12-30,57817,58829,56806,57986,521735
123420,2015-01-02,58323,60009,57986,58829,641339
123420,2015-01-05,58829,59672,58323,59672,547590
123420,2015-01-06,58492,60009,58323,58324,709278
123420,2015-01-07,59503,66414,59335,63718,3967621
123420,2015-01-08,64729,65234,62032,62032,1145972
123420,2015-01-09,62200,63212,60852,62538,1013286
123420,2015-01-12,62369,63886,61694,61695,825067
123420,2015-01-13,61694,62200,58323,58829,1016529
123420,2015-01-14,58492,60177,58492,58661,647467
123420,2015-01-15,58829,59840,58829,59672,428933
123420,2015-01-16,61189,62537,60009,60178,1056220
123420,2015-01-19,61189,61189,58829,59335,505676
123420,2015-01-20,59335,61189,57480,60852,964386
123420,2015-01-21,61526,61526,60009,60009,557996
123420,2015-01-22,60009,61357,57817,58661,862494
123420,2015-01-23,59503,61694,58829,61358,1020461
123420,2015-01-26,60514,61694,60177,60852,633698
123420,2015-01-27,61357,65066,61189,63043,3249783
123420,2015-01-28,64223,64560,61863,62538,1180489
123420,2015-01-29,62874,63043,60346,62032,1003559
123420,2015-01-30,62369,62369,59672,60009,650789
123420,2015-02-02,59335,60514,58660,58829,530221
123420,2015-02-03,59335,59840,58660,59504,403132
123420,2015-02-04,59335,60852,58829,59335,564107
123420,2015-02-05,59840,60346,57986,57986,674387
123420,2015-02-06,58660,59335,57817,58155,449071
123420,2015-02-09,58323,58492,52086,52592,1760888
123420,2015-02-10,52255,53435,50063,53267,745152
123420,2015-02-11,53603,55289,52929,54447,562188
123420,2015-02-12,56300,57649,54446,55121,1028789
123420,2015-02-13,54615,55289,53435,54109,652788
123420,2015-02-16,53772,53940,51412,51412,726167
123420,2015-02-17,50906,52592,50063,51075,582735
123420,2015-02-23,51243,53772,50738,53267,575157
123420,2015-02-24,53435,54278,52929,53267,360565
123420,2015-02-25,53772,54446,53098,53267,382048
123420,2015-02-26,53940,54278,52929,54109,358831
123420,2015-02-27,54446,55458,54109,54952,416917
123420,2015-03-02,54783,55289,52592,53267,379758
123420,2015-03-03,53435,54278,52760,54278,394390
123420,2015-03-04,54615,54615,53266,53604,329175
123420,2015-03-05,53603,55289,53603,54615,623841
123420,2015-03-06,55120,55795,53435,53772,507636
123420,2015-03-09,54278,54615,52929,53098,323654
123420,2015-03-10,53098,53603,50569,51412,492543
123420,2015-03-11,50569,52086,50569,50907,328020
123420,2015-03-12,50906,52423,50738,51075,318434
123420,2015-03-13,50738,51581,50738,50738,426979
123420,2015-03-16,50906,51243,49221,49221,585526
123420,2015-03-17,49389,50063,48546,48715,474474
123420,2015-03-18,50063,52760,49558,51244,1610147
123420,2015-03-19,51243,51581,49221,50064,540483
123420,2015-03-20,50401,52255,49389,50907,795366
123420,2015-03-23,51749,52929,51075,51244,515379
123420,2015-03-24,51749,52255,50738,51412,335969
123420,2015-03-25,51243,51412,49558,49727,502022
123420,2015-03-26,49726,49726,48041,48715,473668
123420,2015-03-27,48883,49389,46861,47535,558858
123420,2015-03-30,47535,48378,47198,47873,241895
123420,2015-03-31,48378,50063,48041,48715,620652
123420,2015-04-01,48715,48883,47198,47535,305151
123420,2015-04-02,47704,49726,47198,48210,495247
123420,2015-04-03,48883,50063,48546,48884,405287
123420,2015-04-06,49389,49558,48378,48884,281584
123420,2015-04-07,47535,47704,45006,46693,1272366
123420,2015-04-08,47872,48715,46861,47198,607484
123420,2015-04-09,47029,47704,46524,46861,481386
123420,2015-04-10,47198,47366,45681,45681,595965
123420,2015-04-13,46018,47535,43827,47030,1213553
123420,2015-04-14,47535,47535,46186,46861,488895
123420,2015-04-15,46692,49052,46692,48210,799476
123420,2015-04-16,49221,50569,48715,49053,1130271
123420,2015-04-17,48546,48715,47198,48041,506164
123420,2015-04-20,47535,47535,47029,47367,319389
123420,2015-04-21,47535,48378,46524,47873,611192
123420,2015-04-22,48209,49389,44838,47704,840636
123420,2015-04-23,47872,47872,46692,47030,398646
123420,2015-04-24,47366,47872,46186,46693,378160
123420,2015-04-27,46692,47872,46524,47873,344350
123420,2015-04-28,47535,47872,46692,47198,358230
123420,2015-04-29,47535,47872,46186,46861,316614
123420,2015-04-30,47029,47198,45681,45850,250225
123420,2015-05-04,46018,46524,44838,44838,205835
123420,2015-05-06,43658,45006,43489,43996,276940
123420,2015-05-07,44332,45006,41804,44164,378826
123420,2015-05-08,43995,48209,43321,46693,814236
123420,2015-05-11,47366,48378,46861,48041,593084
123420,2015-05-12,47366,53435,47366,52087,2994175
123420,2015-05-13,52592,54446,51075,54109,2230663
123420,2015-05-14,54109,55289,52929,54278,1548522
123420,2015-05-15,54615,59840,53603,58829,3422714
123420,2015-05-18,58660,59840,56975,58324,1552742
123420,2015-05-19,58829,60346,57649,58998,1222932
123420,2015-05-20,59840,61526,58323,58829,1758035
123420,2015-05-21,59166,59503,55963,57986,1356526
123420,2015-05-22,58323,58323,55626,57312,905223
123420,2015-05-26,56469,59672,54952,59672,1002781
123420,2015-05-27,58660,58997,56132,56301,830599
123420,2015-05-28,56975,57480,55289,55964,534305
123420,2015-05-29,56975,60009,55963,56975,1125469
123420,2015-06-01,56975,59503,56132,57312,793267
123420,2015-06-02,57480,58492,56132,58155,719107
123420,2015-06-03,58492,59166,56132,56975,894856
123420,2015-06-04,56975,57986,56469,57481,555670
123420,2015-06-05,56806,62706,56132,62201,2397046
123420,2015-06-08,61189,63043,60177,62538,1506028
