Symbol,Date,Open,High,Low,Close,Volume
036530,2009-09-30,11702,11931,11289,11473,41409
036530,2009-10-01,11611,11748,11059,11658,36820
036530,2009-10-05,11197,11932,11197,11933,51640
036530,2009-10-06,11932,11977,11793,11933,25250
036530,2009-10-07,11932,12115,11793,11887,35200
036530,2009-10-08,11702,12115,11702,12117,31377
036530,2009-10-09,12115,12207,11977,12117,43704
036530,2009-10-12,12252,12804,12252,12759,174280
036530,2009-10-13,12850,13630,12665,13585,261727
036530,2009-10-14,13400,13814,13262,13723,115954
036530,2009-10-15,13767,13767,13124,13264,111389
036530,2009-10-16,13217,13217,12804,13171,101397
036530,2009-10-19,13124,13124,12804,13080,51390
036530,2009-10-20,13217,13217,12804,13034,38050
036530,2009-10-21,12895,13080,12574,12897,57899
036530,2009-10-22,12804,13446,12757,13401,79597
036530,2009-10-23,13400,13492,13124,13218,48297
036530,2009-10-26,13033,13217,12850,12989,61130
036530,2009-10-27,12942,12942,12620,12851,57700
036530,2009-10-28,12712,12850,12252,12392,90803
036530,2009-10-29,12298,12665,12070,12668,48061
036530,2009-10-30,12804,13124,12620,13127,45121
036530,2009-11-02,12665,12850,12574,12713,25769
036530,2009-11-03,12620,12986,12527,12713,27210
036530,2009-11-04,12712,13308,12712,13264,89490
036530,2009-11-05,13217,13262,12895,13034,30857
036530,2009-11-06,13080,13400,12665,12713,86849
036530,2009-11-09,12712,12942,12527,12621,34165
036530,2009-11-10,12620,12757,12298,12438,70301
036530,2009-11-11,12390,12390,12070,12300,42447
036530,2009-11-12,12298,12712,12207,12713,446377
036530,2009-11-13,12712,12942,12390,12851,70046
036530,2009-11-16,12757,12986,12390,12713,58608
036530,2009-11-17,12665,12757,12298,12300,79711
036530,2009-11-18,12345,12712,12023,12668,74027
036530,2009-11-19,12665,12804,12345,12576,23020
036530,2009-11-20,12527,12574,12207,12576,34451
036530,2009-11-23,12574,12712,12390,12576,21919
036530,2009-11-24,12390,12574,12390,12530,24520
036530,2009-11-25,12390,12436,12252,12392,30111
036530,2009-11-26,12390,12436,12161,12392,58451
036530,2009-11-27,12207,12298,11518,11611,59134
036530,2009-11-30,11748,12207,11611,12208,54522
036530,2009-12-01,12070,12298,11932,12254,16231
036530,2009-12-02,12483,12483,12207,12208,8620
036530,2009-12-03,12207,12483,12115,12438,46542
036530,2009-12-04,12345,12574,12252,12530,22970
036530,2009-12-07,12390,12574,12252,12392,33710
036530,2009-12-08,12483,12483,12161,12208,24086
036530,2009-12-09,11932,12207,11932,12208,22070
036530,2009-12-10,12070,12574,12070,12576,49016
036530,2009-12-11,12665,12986,12483,12942,101314
036530,2009-12-14,13080,13124,12712,13127,35223
036530,2009-12-15,13217,13446,12986,13401,31690
036530,2009-12-16,13262,13492,13124,13401,43580
036530,2009-12-17,13262,13583,13262,13493,24259
036530,2009-12-18,13262,13492,13262,13448,19720
036530,2009-12-21,13537,13814,13308,13814,81863
036530,2009-12-22,13951,14088,13767,13906,94280
036530,2009-12-23,13905,14548,13905,14136,84158
036530,2009-12-24,14134,14593,13905,14595,60690
036530,2009-12-28,15052,15327,14410,14502,85990
036530,2009-12-29,14548,14731,13905,14733,63700
036530,2009-12-30,14685,14961,14455,14916,38468
036530,2010-01-04,14915,14915,14410,14824,30303
036530,2010-01-05,14823,14823,13996,14182,36962
036530,2010-01-06,14364,14548,13951,14182,31533
036530,2010-01-07,14226,14317,13859,14043,32012
036530,2010-01-08,13905,14043,13492,13906,49840
036530,2010-01-11,13996,14317,13905,14136,37814
036530,2010-01-12,14134,14317,14043,14136,12652
036530,2010-01-13,13905,14043,13630,13631,44560
036530,2010-01-14,13721,14410,13630,14320,51769
036530,2010-01-15,14410,14961,14364,14687,60867
036530,2010-01-18,14548,14915,14455,14687,33630
036530,2010-01-19,14731,14915,14317,14687,23640
036530,2010-01-20,14502,14777,14272,14458,22770
036530,2010-01-21,14134,14455,13996,14458,37570
036530,2010-01-22,14088,14364,13905,14043,350520
036530,2010-01-25,13721,14317,13583,14090,63054
036530,2010-01-26,14088,14272,13721,13814,34934
036530,2010-01-27,13859,13905,13537,13814,25490
036530,2010-01-28,13859,14272,13721,14228,32626
036530,2010-01-29,13905,13905,13583,13814,20481
036530,2010-02-01,13814,13814,13537,13814,17275
036530,2010-02-02,13814,13996,13676,13768,12560
036530,2010-02-03,13721,13859,13446,13723,16896
036530,2010-02-04,13537,13676,13354,13631,27180
036530,2010-02-05,13262,13262,12942,13080,26302
036530,2010-02-08,12986,13308,12483,12851,12620
036530,2010-02-09,12804,12850,12483,12759,18862
036530,2010-02-10,12850,12850,12574,12713,13430
036530,2010-02-11,12942,13171,12620,13171,27703
036530,2010-02-12,13080,13308,13080,13310,17874
036530,2010-02-16,13354,13446,13124,13448,8376
036530,2010-02-17,13446,13676,13308,13448,14544
036530,2010-02-18,13308,13492,12942,13310,19181
036530,2010-02-19,13217,13400,12850,12851,18564
036530,2010-02-22,12942,13262,12942,13080,21961
036530,2010-02-23,12986,13308,12986,13264,20870
036530,2010-02-24,13308,13400,13080,13401,9940
036530,2010-02-25,13446,13492,12986,13218,16410
036530,2010-02-26,13080,13308,12942,13034,14810
036530,2010-03-02,13080,13217,12942,13218,15334
036530,2010-03-03,13308,13400,13124,13401,6390
036530,2010-03-04,13217,13354,12895,13127,14960
036530,2010-03-05,13124,13171,12850,12897,14460
036530,2010-03-08,12942,13308,12942,13310,36045
036530,2010-03-09,13354,13446,13124,13264,13596
036530,2010-03-10,13308,13308,13080,13264,8230
036530,2010-03-11,13400,13446,13217,13448,17443
036530,2010-03-12,13446,13492,13262,13401,12279
036530,2010-03-15,13446,13492,12986,13401,35781
036530,2010-03-16,13446,13446,13080,13401,17380
036530,2010-03-17,13492,13583,13354,13493,15550
036530,2010-03-18,13537,13721,13400,13723,24420
036530,2010-03-19,13721,13767,13583,13768,8550
036530,2010-03-22,13767,13767,13583,13631,10490
036530,2010-03-23,13630,13721,13492,13677,18820
036530,2010-03-24,13951,13951,13583,13723,17464
036530,2010-03-25,13767,13767,13446,13677,138705
036530,2010-03-26,13721,13721,13400,13677,12386
036530,2010-03-29,13308,13676,13308,13310,18050
036530,2010-03-30,13308,13492,13171,13493,13980
036530,2010-03-31,13446,13630,13217,13310,10611
036530,2010-04-01,13171,13537,13171,13493,27032
036530,2010-04-02,13400,13630,13354,13585,26040
036530,2010-04-05,13583,13630,13217,13493,11670
036530,2010-04-06,13354,13492,12895,13264,58390
036530,2010-04-07,13033,13262,13033,13171,10415
036530,2010-04-08,13171,13171,12986,12989,6877
036530,2010-04-09,13033,13080,12712,12713,18903
036530,2010-04-12,12850,12850,12574,12668,11773
036530,2010-04-13,12757,12986,12574,12851,13630
036530,2010-04-14,12712,12986,12712,12989,13071
036530,2010-04-15,12986,13080,12895,12989,10019
036530,2010-04-16,12986,12986,12804,12942,13691
036530,2010-04-19,12712,12942,12665,12851,13310
036530,2010-04-20,12804,12895,12712,12851,27162
036530,2010-04-21,12850,13171,12757,12851,46151
036530,2010-04-22,12804,13033,12712,13034,24251
036530,2010-04-23,12942,12986,12620,12804,16300
036530,2010-04-26,12665,12804,12161,12162,81270
036530,2010-04-27,12115,12345,11564,11795,147289
036530,2010-04-28,11655,11748,11335,11611,74904
036530,2010-04-29,11611,11793,11335,11795,46331
036530,2010-04-30,11793,12161,11564,12162,76660
036530,2010-05-03,12115,12207,11885,11933,20402
036530,2010-05-04,11932,12161,11748,11933,29148
036530,2010-05-06,11748,11748,11518,11703,46350
036530,2010-05-07,11426,11518,11152,11520,44592
036530,2010-05-10,11518,11702,11426,11703,22730
036530,2010-05-11,11885,11885,11611,11749,15851
036530,2010-05-12,11748,11793,11381,11658,28860
036530,2010-05-13,11564,11655,11243,11244,36347
036530,2010-05-14,11335,11426,10967,11290,38743
036530,2010-05-17,11152,11197,10738,11061,44441
036530,2010-05-18,11059,11335,10876,11244,29124
036530,2010-05-19,11059,11243,10830,11244,16601
036530,2010-05-20,11014,11243,10921,11244,36811
036530,2010-05-24,11152,11289,10738,11152,30103
036530,2010-05-25,11014,11105,10371,10418,37531
036530,2010-05-26,10417,11059,10280,11061,34940
036530,2010-05-27,10921,11014,10738,10877,30940
036530,2010-05-28,11152,11197,10646,11107,36550
036530,2010-05-31,11105,11152,10921,11107,12207
036530,2010-06-01,11105,11381,10967,11382,14190
036530,2010-06-03,11243,11702,11243,11703,22891
036530,2010-06-04,11611,11748,11473,11611,13400
036530,2010-06-07,11197,11381,11014,11290,15290
036530,2010-06-08,11289,11611,11243,11473,13750
036530,2010-06-09,11518,11564,11381,11566,23530
036530,2010-06-10,11564,11655,11335,11428,33361
036530,2010-06-11,11518,11885,11473,11887,35721
036530,2010-06-14,11793,11885,11748,11795,15640
036530,2010-06-15,11748,11748,11611,11749,7851
036530,2010-06-16,11748,11885,11702,11841,23631
036530,2010-06-17,11748,12207,11702,12070,42470
036530,2010-06-18,12161,12345,11748,12254,54280
036530,2010-06-21,12252,12298,12070,12070,30262
036530,2010-06-22,12023,12207,11932,12162,12470
036530,2010-06-23,12115,12252,12023,12254,18560
036530,2010-06-24,12252,12436,11932,12208,44859
036530,2010-06-25,12070,12207,11885,12208,24996
036530,2010-06-28,12070,12345,12070,12300,59546
036530,2010-06-29,12298,12527,12161,12483,53640
036530,2010-06-30,12390,12483,12161,12483,10310
036530,2010-07-01,12436,12436,12115,12392,23240
036530,2010-07-02,12252,12345,12023,12117,10931
036530,2010-07-05,12115,12436,11885,12392,19958
036530,2010-07-06,12161,12390,12070,12208,9230
036530,2010-07-07,12207,12252,11977,12254,13963
036530,2010-07-08,12252,12252,12070,12117,12370
036530,2010-07-09,12161,12345,12161,12300,16140
036530,2010-07-12,12298,12345,11931,12024,25900
036530,2010-07-13,11932,12115,11748,12070,22630
036530,2010-07-14,12070,12665,11932,12576,71832
036530,2010-07-15,12574,12620,12207,12346,20084
036530,2010-07-16,12207,12298,12070,12300,14054
036530,2010-07-19,12115,12436,12023,12392,16908
036530,2010-07-20,12390,12436,12161,12438,19698
036530,2010-07-21,12390,12483,12161,12483,26281
036530,2010-07-22,12298,12483,12207,12392,21021
036530,2010-07-23,12345,12850,12345,12713,46660
036530,2010-07-26,12665,12942,12665,12759,14298
036530,2010-07-27,12665,12850,12527,12713,23790
036530,2010-07-28,12712,12712,12483,12713,11528
036530,2010-07-29,12574,12850,12483,12668,13921
036530,2010-07-30,12527,12850,12483,12851,13252
036530,2010-08-02,12850,12942,12390,12576,36201
036530,2010-08-03,12574,12665,12390,12621,18852
036530,2010-08-04,12574,12757,12436,12483,25222
036530,2010-08-05,12527,12574,12070,12346,52571
036530,2010-08-06,12345,12390,12161,12208,20209
036530,2010-08-09,12161,12298,11977,12162,32559
036530,2010-08-10,12070,12161,11885,12117,37280
036530,2010-08-11,12070,12115,11518,11520,44750
036530,2010-08-12,11381,11655,11335,11428,34610
036530,2010-08-13,11426,11932,11426,11933,27061
036530,2010-08-16,11793,11932,11748,11933,3840
036530,2010-08-17,11793,11977,11748,11933,5840
036530,2010-08-18,11932,12252,11702,12208,56330
036530,2010-08-19,12023,12207,11977,12162,23113
036530,2010-08-20,12115,12574,12070,12530,59660
036530,2010-08-23,12527,12665,12483,12621,28040
036530,2010-08-24,12574,12665,12390,12576,15063
036530,2010-08-25,12345,12527,12252,12254,23361
036530,2010-08-26,12345,12483,12207,12483,17270
036530,2010-08-27,12436,12527,12390,12483,12272
036530,2010-08-30,12527,12757,12390,12759,39880
036530,2010-08-31,12712,12757,12527,12621,20662
036530,2010-09-01,12665,12665,12390,12530,24235
036530,2010-09-02,12527,13262,12345,13171,60379
036530,2010-09-03,13171,13446,12986,13401,77641
036530,2010-09-06,13400,13400,13171,13356,18512
036530,2010-09-07,13354,13492,13171,13493,23590
036530,2010-09-08,13400,13583,13171,13218,36770
036530,2010-09-09,13262,13446,12942,13218,41050
036530,2010-09-10,13171,13537,13171,13448,28160
036530,2010-09-13,13400,13492,13124,13127,33552
036530,2010-09-14,13217,13492,12986,13448,27230
036530,2010-09-15,13446,13630,13354,13539,30090
036530,2010-09-16,13492,13583,13354,13401,22577
036530,2010-09-17,13400,13400,13217,13264,18880
036530,2010-09-20,13262,13400,12850,13171,73028
036530,2010-09-24,13171,13217,12850,13171,70991
036530,2010-09-27,13262,13262,12804,12804,55400
036530,2010-09-28,12804,12986,12804,12851,25430
036530,2010-09-29,12895,12986,12712,12851,29200
036530,2010-09-30,12850,13217,12757,13218,47381
036530,2010-10-01,13262,13354,13124,13218,25670
036530,2010-10-04,13217,13262,13033,13080,18893
036530,2010-10-05,12986,13217,12712,12897,51260
036530,2010-10-06,13033,13124,12757,12804,47771
036530,2010-10-07,12850,13537,12804,13401,88571
036530,2010-10-08,13400,13446,13124,13218,45670
036530,2010-10-11,13308,13767,13262,13356,98890
036530,2010-10-12,13262,13446,13033,13127,38624
036530,2010-10-13,13033,13400,13033,13264,32053
036530,2010-10-14,13308,13859,13262,13768,83165
036530,2010-10-15,13676,14134,13676,13814,85546
036530,2010-10-18,13767,14043,13676,13768,55181
036530,2010-10-19,13859,14181,13676,13677,74029
036530,2010-10-20,13676,13951,13446,13768,38160
036530,2010-10-21,13905,14731,13814,14411,137761
036530,2010-10-22,14593,14777,14410,14640,62288
036530,2010-10-25,14685,15144,14410,15146,73087
036530,2010-10-26,15190,15603,14915,15374,74744
036530,2010-10-27,15374,15649,15190,15421,45740
036530,2010-10-28,15420,15512,14915,14962,41557
036530,2010-10-29,14915,15052,14685,15008,24950
036530,2010-11-01,15052,15557,14777,15421,57967
036530,2010-11-02,15786,16108,15603,15650,148536
036530,2010-11-03,15786,15924,15465,15467,36483
036530,2010-11-04,15512,15649,15281,15604,21130
036530,2010-11-05,15833,15833,15236,15237,62361
036530,2010-11-08,15190,15420,14777,15192,60540
036530,2010-11-09,15190,15695,15144,15697,92580
036530,2010-11-10,15695,17072,15512,17073,132925
036530,2010-11-11,16980,17025,16292,16522,76949
036530,2010-11-12,16613,16658,15236,15697,84060
036530,2010-11-15,15465,15512,14640,14687,80865
036530,2010-11-16,14823,15006,14410,14870,47850
036530,2010-11-17,14593,14869,14502,14595,28777
036530,2010-11-18,14593,15006,14502,14962,39587
036530,2010-11-19,14961,15327,14961,15054,21274
036530,2010-11-22,15052,15374,14915,15283,24370
036530,2010-11-23,15327,15420,15052,15054,29536
036530,2010-11-24,14593,14731,14272,14640,33210
036530,2010-11-25,14640,14823,14502,14502,24470
036530,2010-11-26,14502,14640,14043,14043,35921
036530,2010-11-29,14181,14272,13721,13814,36030
036530,2010-11-30,13814,14043,13814,13906,17100
036530,2010-12-01,13905,14134,13859,14043,9686
036530,2010-12-02,14181,14455,14088,14273,18925
036530,2010-12-03,14410,14410,13676,13952,35570
036530,2010-12-06,13951,13951,13676,13723,14022
036530,2010-12-07,13721,13905,13676,13723,17263
036530,2010-12-08,13814,13814,13583,13631,21645
036530,2010-12-09,13767,13905,13676,13861,17621
036530,2010-12-10,13721,13814,13583,13677,25877
036530,2010-12-13,13767,13767,13583,13677,42457
036530,2010-12-14,13676,14134,13676,13999,13460
036530,2010-12-15,14134,14134,13859,13999,21870
036530,2010-12-16,14043,14088,13905,13999,11060
036530,2010-12-17,13996,14088,13676,13723,44106
036530,2010-12-20,13583,13721,13308,13448,38970
036530,2010-12-21,13492,13859,13492,13814,26560
036530,2010-12-22,13814,13905,13676,13768,38140
036530,2010-12-23,13814,13859,13630,13768,28410
036530,2010-12-24,13859,13996,13721,13861,23884
036530,2010-12-27,13630,13951,13537,13677,44161
036530,2010-12-28,13583,13814,13446,13677,45670
036530,2010-12-29,13492,13676,13492,13585,14120
036530,2010-12-30,13537,13814,13446,13723,22340
036530,2011-01-03,13767,13814,13492,13585,19679
036530,2011-01-04,13676,13721,13308,13401,48418
036530,2011-01-05,13400,13446,13217,13264,15698
036530,2011-01-06,13262,13354,12986,13127,49423
036530,2011-01-07,13217,13262,13033,13218,39101
036530,2011-01-10,13217,13446,12986,13218,62423
036530,2011-01-11,13124,13308,12804,12897,113834
036530,2011-01-12,12942,13171,12895,13080,18238
036530,2011-01-13,13537,13996,13446,13493,171960
036530,2011-01-14,13537,13767,13400,13768,53814
036530,2011-01-17,13859,13905,13492,13585,41965
036530,2011-01-18,13446,13630,13308,13310,45223
036530,2011-01-19,13354,13446,12804,12989,126585
036530,2011-01-20,12986,13354,12895,13310,65779
036530,2011-01-21,13308,13354,13124,13171,55270
036530,2011-01-24,13033,13217,12850,13127,28040
036530,2011-01-25,13124,13354,13080,13080,26395
036530,2011-01-26,13033,13400,13033,13401,35896
036530,2011-01-27,13354,13537,13033,13448,45009
036530,2011-01-28,13492,13951,13400,13585,104810
036530,2011-01-31,13308,13537,13033,13080,46203
036530,2011-02-01,13171,13308,13033,13264,19840
036530,2011-02-07,13308,13537,13262,13493,17736
036530,2011-02-08,13354,13630,13354,13401,26993
036530,2011-02-09,13400,13492,13217,13310,44359
036530,2011-02-10,13217,13308,12986,13171,22105
036530,2011-02-11,13033,13171,12665,12668,47917
036530,2011-02-14,12850,12895,12574,12668,22830
036530,2011-02-15,12665,12804,12207,12208,30533
036530,2011-02-16,12161,12436,12115,12300,27188
036530,2011-02-17,12252,12390,11564,11749,24843
036530,2011-02-18,11840,12390,11748,12392,18051
036530,2011-02-21,12390,12390,12161,12300,3850
036530,2011-02-22,12115,12298,11748,11979,40650
036530,2011-02-23,11702,11977,11564,11658,11248
036530,2011-02-24,11564,12483,11381,12117,48002
036530,2011-02-25,12390,13262,12390,12804,109138
036530,2011-02-28,12986,13308,12804,13127,63914
036530,2011-03-02,12942,13262,12942,13034,57390
036530,2011-03-03,13033,13400,13033,13310,52820
036530,2011-03-04,13354,13446,13171,13310,45892
036530,2011-03-07,13262,13400,13171,13171,46530
036530,2011-03-08,13124,13400,13080,13310,56930
036530,2011-03-09,13171,13400,12895,12942,39116
036530,2011-03-10,12850,12942,12757,12804,18289
036530,2011-03-11,12712,13080,12665,12897,64560
036530,2011-03-14,12850,13033,12665,12897,54730
036530,2011-03-15,12804,13124,12298,12576,48870
036530,2011-03-16,12574,12804,12483,12621,21651
036530,2011-03-17,12620,12665,12390,12621,6800
036530,2011-03-18,12574,13033,12574,12942,7616
036530,2011-03-21,13171,13905,13171,13493,21650
036530,2011-03-22,13492,13859,13354,13631,12081
036530,2011-03-23,13446,13676,13308,13401,9511
036530,2011-03-24,13492,13630,13308,13539,7470
036530,2011-03-25,13537,13721,13492,13585,6641
036530,2011-03-28,13676,13676,13308,13401,7713
036530,2011-03-29,13492,13492,13308,13448,7792
036530,2011-03-30,13492,13492,13262,13310,7910
036530,2011-03-31,13400,13583,13308,13539,21334
036530,2011-04-01,13583,13676,13446,13631,13391
036530,2011-04-04,13676,13996,13676,13768,19127
036530,2011-04-05,13767,13859,13630,13631,7600
036530,2011-04-06,13767,13767,13400,13493,11420
036530,2011-04-07,13583,13721,13400,13677,13700
036530,2011-04-08,13721,14043,13721,13952,24651
036530,2011-04-11,13951,14043,13767,13952,9177
036530,2011-04-12,13951,13996,13400,13539,13690
036530,2011-04-13,13354,13721,13354,13723,7740
036530,2011-04-14,13492,13905,13492,13814,12292
036530,2011-04-15,13676,13814,13583,13631,11280
036530,2011-04-18,13630,13905,13630,13677,38950
036530,2011-04-19,13583,13721,13262,13264,12774
036530,2011-04-20,13308,13676,13308,13631,19651
036530,2011-04-21,13767,13767,13537,13539,7631
036530,2011-04-22,13492,13676,13262,13493,11255
036530,2011-04-25,13537,13630,13308,13310,14334
036530,2011-04-26,13308,13492,13217,13310,20787
036530,2011-04-27,13354,13492,13171,13264,10523
036530,2011-04-28,13400,13400,13033,13034,13453
036530,2011-04-29,13033,13171,12804,12989,8901
036530,2011-05-02,12895,13124,12895,13034,14876
036530,2011-05-03,13124,13124,12986,13080,5711
036530,2011-05-04,13080,13124,12161,12162,78133
036530,2011-05-06,12298,12483,12161,12438,17162
036530,2011-05-09,12483,12620,12345,12346,4881
036530,2011-05-11,12345,12804,12298,12804,8010
036530,2011-05-12,12665,12850,12574,12713,4382
036530,2011-05-13,12757,12757,12298,12530,9643
036530,2011-05-16,12390,12527,12252,12392,8611
036530,2011-05-17,12298,12527,12298,12392,4420
036530,2011-05-18,12390,12712,12390,12713,10259
036530,2011-05-19,12574,12757,12483,12530,11565
036530,2011-05-20,12483,12712,12436,12530,9856
036530,2011-05-23,12620,12620,12298,12438,5330
036530,2011-05-24,12527,12527,12252,12438,17393
036530,2011-05-25,12436,12483,12252,12392,7774
036530,2011-05-26,12436,12527,12298,12483,9825
036530,2011-05-27,12483,12527,12345,12438,7550
036530,2011-05-30,12483,12527,12252,12300,4110
036530,2011-05-31,12298,12527,12298,12530,19521
036530,2011-06-01,12527,12574,12390,12530,3181
036530,2011-06-02,12345,12574,12298,12438,5080
036530,2011-06-03,12345,12527,12298,12530,8390
036530,2011-06-07,12483,12527,12161,12346,8920
036530,2011-06-08,12161,12345,11932,12117,9350
036530,2011-06-09,12023,12207,11840,11979,16629
036530,2011-06-10,12023,12161,11885,11933,7566
036530,2011-06-13,12115,12115,11748,11841,2611
036530,2011-06-14,11977,12023,11748,11795,5504
036530,2011-06-15,11793,11840,11611,11749,6801
036530,2011-06-16,11840,11840,11611,11749,9780
036530,2011-06-17,11793,11793,11611,11658,18160
036530,2011-06-20,11564,11748,11564,11611,5361
036530,2011-06-21,11611,12436,11473,12346,31190
036530,2011-06-22,12574,13308,12252,12668,53211
036530,2011-06-23,12527,12712,12161,12483,19233
036530,2011-06-24,12483,12483,12023,12254,11868
036530,2011-06-27,12207,12436,12115,12254,16840
036530,2011-06-28,12252,12345,12207,12300,4321
036530,2011-06-29,12298,12390,12252,12392,13531
036530,2011-06-30,12390,12665,12298,12438,15170
036530,2011-07-01,12527,12574,12252,12300,10750
036530,2011-07-04,12390,12527,12345,12483,8941
036530,2011-07-05,12483,12620,12436,12483,19761
036530,2011-07-06,12574,12574,12436,12576,4430
036530,2011-07-07,12620,12712,12436,12576,15970
036530,2011-07-08,12527,12620,12436,12576,6511
036530,2011-07-11,12483,12574,12390,12530,11626
036530,2011-07-12,12483,12483,12298,12300,9451
036530,2011-07-13,12298,12574,12298,12483,12237
036530,2011-07-14,12527,12665,12483,12530,4780
036530,2011-07-15,12574,12712,12483,12713,13417
036530,2011-07-18,12757,13217,12757,13127,11316
036530,2011-07-19,12942,13171,12895,12989,4033
036530,2011-07-20,13033,13676,12986,13493,27830
036530,2011-07-21,13630,13905,13262,13310,24197
036530,2011-07-22,13446,13676,13217,13493,10088
036530,2011-07-25,13583,13583,13171,13401,14556
036530,2011-07-26,13262,13492,13262,13448,9958
036530,2011-07-27,13537,13721,13400,13585,8043
036530,2011-07-28,13537,13583,13262,13356,9757
036530,2011-07-29,13537,14317,13308,14320,58032
036530,2011-08-01,14317,14915,14317,14640,22619
036530,2011-08-02,14226,14502,13859,14228,13520
036530,2011-08-03,13951,14088,13630,13906,6880
036530,2011-08-04,13905,14272,13308,13677,10324
036530,2011-08-05,12115,13859,12115,13631,24952
036530,2011-08-08,13124,13905,12115,13539,18711
036530,2011-08-09,12483,13492,11611,12530,18602
036530,2011-08-10,13124,13217,12574,12851,18450
036530,2011-08-11,12804,12942,12252,12530,14610
036530,2011-08-12,12665,12942,12390,12483,19360
036530,2011-08-16,13033,13446,12850,13218,13740
036530,2011-08-17,13446,13446,13033,13127,10900
036530,2011-08-18,13308,13767,12986,13034,13121
036530,2011-08-19,12161,12986,11932,12117,13595
036530,2011-08-22,11931,12436,11381,11473,10985
036530,2011-08-23,11702,11748,11426,11566,19670
036530,2011-08-24,11840,12070,11564,11979,13740
036530,2011-08-25,12115,12161,11793,11795,4990
036530,2011-08-26,11702,11932,11655,11841,7261
036530,2011-08-29,11932,12070,11840,11887,8811
036530,2011-08-30,12023,12115,11840,11933,7250
036530,2011-08-31,12023,12115,11885,12024,5421
036530,2011-09-01,12023,12345,12023,12208,4560
036530,2011-09-02,12161,12298,12023,12300,3343
036530,2011-09-05,12345,12345,11748,11841,6410
036530,2011-09-06,11931,11931,11289,11473,20404
036530,2011-09-07,11655,11748,11518,11703,10802
036530,2011-09-08,11840,11840,11611,11749,3540
036530,2011-09-09,11748,11748,11426,11520,10570
036530,2011-09-14,11473,11473,10967,11014,11141
036530,2011-09-15,11152,11197,10967,11061,6960
036530,2011-09-16,11059,11655,11059,11658,11431
036530,2011-09-19,11611,11611,11289,11290,7980
036530,2011-09-20,11197,11289,11059,11107,9595
036530,2011-09-21,11105,11289,11014,11107,12920
036530,2011-09-22,10967,11014,10738,10877,8750
036530,2011-09-23,10554,10738,10417,10418,6791
036530,2011-09-26,10417,10554,9361,9821,16311
036530,2011-09-27,9866,10050,9774,9821,19221
036530,2011-09-28,9866,10095,9821,10005,13791
036530,2011-09-29,9866,10187,9866,10005,9277
036530,2011-09-30,10095,10095,9774,9960,12515
036530,2011-10-04,9636,9774,9177,9776,19687
036530,2011-10-05,9636,9774,9270,9317,22212
036530,2011-10-06,9454,9821,9454,9683,11010
036530,2011-10-07,9774,10325,9728,10189,8710
036530,2011-10-10,10095,10417,10095,10372,4250
036530,2011-10-11,10371,10554,10280,10464,8903
036530,2011-10-12,10463,10509,10371,10464,14371
036530,2011-10-13,10646,10692,10463,10602,21226
036530,2011-10-14,10554,10601,10463,10602,9270
036530,2011-10-17,10554,10692,10417,10602,12440
036530,2011-10-18,10509,10509,10371,10464,13530
036530,2011-10-19,10509,10509,10325,10510,10155
036530,2011-10-20,10417,10554,10280,10280,12871
036530,2011-10-21,10280,10325,10142,10280,13215
036530,2011-10-24,10280,10463,10280,10418,10662
036530,2011-10-25,10554,10554,10325,10372,7360
036530,2011-10-26,10509,10646,10325,10372,52823
036530,2011-10-27,10463,10601,10280,10327,53790
036530,2011-10-28,10463,10830,10463,10739,37489
036530,2011-10-31,10876,10876,10738,10786,16752
036530,2011-11-01,10784,10784,10601,10693,6590
036530,2011-11-02,10509,10738,10371,10693,22925
036530,2011-11-03,10738,10784,10646,10693,15372
036530,2011-11-04,10692,12252,10692,11795,101195
036530,2011-11-07,11793,11932,11611,11703,29064
036530,2011-11-08,11748,12070,11564,11566,16716
036530,2011-11-09,11840,12023,11748,11933,11293
036530,2011-11-10,11564,11655,11289,11337,9410
036530,2011-11-11,11426,11793,11381,11658,11271
036530,2011-11-14,11702,12207,11702,12024,17372
036530,2011-11-15,11840,11977,11702,11795,6400
036530,2011-11-16,11840,11885,11518,11611,9201
036530,2011-11-17,11611,11793,11473,11749,5710
036530,2011-11-18,11564,11655,11426,11520,11620
036530,2011-11-21,11518,11518,11289,11382,7790
036530,2011-11-22,11426,11473,11243,11473,5410
036530,2011-11-23,11426,11655,11243,11611,7512
036530,2011-11-24,11655,12070,11564,12070,15855
036530,2011-11-25,12115,12115,11748,11887,8631
036530,2011-11-28,11932,12023,11748,11933,6610
036530,2011-11-29,12023,12070,11793,11979,7680
036530,2011-11-30,11932,11932,11702,11841,5164
036530,2011-12-01,12023,12207,11793,11933,5780
036530,2011-12-02,11840,11977,11748,11887,3190
036530,2011-12-05,11931,11931,11611,11749,9910
036530,2011-12-06,11840,11840,11518,11658,8553
036530,2011-12-07,11655,11655,11289,11337,23086
036530,2011-12-08,11473,11564,11289,11473,3610
036530,2011-12-09,11426,11426,11289,11337,6065
036530,2011-12-12,11518,11518,11059,11337,15084
036530,2011-12-13,11335,11335,11152,11337,6070
036530,2011-12-14,11381,11840,11381,11749,23371
036530,2011-12-15,11564,11840,11564,11703,22544
036530,2011-12-16,11702,12023,11702,11841,31760
036530,2011-12-19,11932,12023,11197,11382,20350
036530,2011-12-20,11381,11564,11381,11473,15481
036530,2011-12-21,11611,11932,11564,11841,21162
036530,2011-12-22,11793,12023,11793,11887,11200
036530,2011-12-23,11932,12527,11840,11933,35431
