Symbol,Date,Open,High,Low,Close,Volume
005680,1998-07-25,5079,5109,4874,4874,22200
005680,1998-07-27,4934,4934,4874,4874,25320
005680,1998-07-28,4874,4958,4874,4898,16970
005680,1998-07-29,5079,5079,4892,4916,36800
005680,1998-07-30,4916,4928,4808,4898,23400
005680,1998-07-31,4808,4868,4760,4802,17520
005680,1998-08-01,4778,4892,4778,4808,12220
005680,1998-08-03,4814,4814,4694,4778,14960
005680,1998-08-04,4748,4898,4706,4753,21500
005680,1998-08-05,4754,4754,4387,4747,46470
005680,1998-08-06,4688,4718,4508,4687,8740
005680,1998-08-07,4688,4688,4568,4687,7320
005680,1998-08-08,4628,4688,4508,4567,9870
005680,1998-08-10,4568,4628,4387,4501,23760
005680,1998-08-11,4393,4514,4387,4477,15900
005680,1998-08-12,4399,4399,4237,4267,22910
005680,1998-08-13,4267,4327,4165,4327,24590
005680,1998-08-14,4207,4267,4147,4267,12870
005680,1998-08-17,4321,4327,4207,4267,10680
005680,1998-08-18,4093,4201,4027,4092,10820
005680,1998-08-19,4117,4207,4117,4146,19490
005680,1998-08-20,4177,4447,4147,4447,30620
005680,1998-08-21,4447,4598,4327,4513,53310
005680,1998-08-22,4387,4508,4357,4441,21020
005680,1998-08-24,4441,4447,4387,4393,16470
005680,1998-08-25,4327,4478,4327,4447,18840
005680,1998-08-26,4417,4568,4417,4477,18350
005680,1998-08-27,4478,4508,4387,4387,10280
005680,1998-08-28,4327,4447,4267,4447,32480
005680,1998-08-29,4327,4544,4327,4447,19060
005680,1998-08-31,4333,4435,4327,4435,14720
005680,1998-09-01,4441,4441,4327,4339,8450
005680,1998-09-02,4387,4508,4363,4447,15080
005680,1998-09-03,4453,4508,4417,4507,13260
005680,1998-09-04,4447,4508,4417,4417,7610
005680,1998-09-05,4297,4417,4297,4417,5270
005680,1998-09-07,4357,4628,4357,4507,31910
005680,1998-09-08,4538,5048,4393,5048,66490
005680,1998-09-09,5018,5229,4447,4814,931750
005680,1998-09-10,4934,5036,4808,4808,236630
005680,1998-09-11,4982,4982,4778,4778,126360
005680,1998-09-12,4808,5283,4784,5162,257140
005680,1998-09-14,5247,5337,5048,5048,283550
005680,1998-09-15,5048,5048,4748,4766,117080
005680,1998-09-16,4802,4808,4640,4687,75130
005680,1998-09-17,4688,4784,4682,4741,87890
005680,1998-09-18,4742,4742,4387,4387,64450
005680,1998-09-19,4219,4562,4207,4333,32120
005680,1998-09-21,4267,4441,4267,4303,30170
005680,1998-09-22,4273,4411,4273,4273,54670
005680,1998-09-23,4297,4327,4237,4327,22910
005680,1998-09-24,4387,4508,4327,4495,43260
005680,1998-09-25,4447,4682,4357,4495,211130
005680,1998-09-26,4568,4586,4393,4447,40970
005680,1998-09-28,4508,4538,4333,4339,21280
005680,1998-09-29,4267,4405,4267,4357,20180
005680,1998-09-30,4447,4447,4327,4357,23920
005680,1998-10-01,4297,4411,4297,4315,30020
005680,1998-10-02,4303,4381,4279,4297,28290
005680,1998-10-07,4357,4405,4297,4303,28130
005680,1998-10-08,4387,4556,4339,4387,47300
005680,1998-10-09,4538,4910,4508,4892,133640
005680,1998-10-10,4886,4892,4718,4717,49760
005680,1998-10-12,4748,4808,4658,4717,98860
005680,1998-10-13,4778,4928,4688,4723,132950
005680,1998-10-14,4748,4748,4628,4687,60410
005680,1998-10-15,4748,4898,4742,4898,127700
005680,1998-10-16,4928,5048,4694,4747,118110
005680,1998-10-17,4808,4868,4688,4687,38370
005680,1998-10-19,4688,4850,4634,4723,104990
005680,1998-10-20,4808,5109,4808,5018,253400
005680,1998-10-21,5048,5157,4958,5108,209200
005680,1998-10-22,5199,5199,5048,5048,86020
005680,1998-10-23,5048,5048,4844,4844,43980
005680,1998-10-24,4874,4928,4808,4808,22140
005680,1998-10-26,4808,4892,4700,4747,31170
005680,1998-10-27,4748,4838,4718,4838,59220
005680,1998-10-28,4898,4988,4820,4850,68660
005680,1998-10-29,4868,4922,4784,4784,60260
005680,1998-10-30,4928,5079,4868,4988,106520
005680,1998-10-31,4934,4958,4910,4946,28820
005680,1998-11-02,5091,5091,4928,4946,48550
005680,1998-11-03,5030,5030,4928,4934,40710
005680,1998-11-04,4988,5469,4988,5348,257760
005680,1998-11-05,5349,5589,5127,5288,153950
005680,1998-11-06,5175,5349,5109,5108,100550
005680,1998-11-07,5145,5199,5091,5108,32680
005680,1998-11-09,5115,5355,5085,5355,76400
005680,1998-11-10,5349,5349,5109,5168,65950
005680,1998-11-11,5349,5349,5115,5114,56980
005680,1998-11-12,5121,5217,5079,5078,30110
005680,1998-11-13,5048,5169,5048,5108,50970
005680,1998-11-14,5109,5211,5109,5168,32860
005680,1998-11-16,5319,5319,5061,5168,34680
005680,1998-11-17,5217,5229,5121,5168,55380
005680,1998-11-18,5229,5469,5205,5409,378100
005680,1998-11-19,5529,5529,5421,5499,126380
005680,1998-11-20,5559,5830,5469,5469,177740
005680,1998-11-21,5535,5698,5499,5589,48640
005680,1998-11-23,5680,5680,5475,5589,71670
005680,1998-11-24,5529,5589,5427,5427,88050
005680,1998-11-25,5475,5680,5409,5535,152150
005680,1998-11-26,5649,5649,5415,5499,51650
005680,1998-11-27,5535,5535,5409,5469,75440
005680,1998-11-28,5421,5649,5421,5619,41380
005680,1998-11-30,5649,5649,5481,5481,33070
005680,1998-12-01,5589,5589,5409,5409,29960
005680,1998-12-02,5415,5589,5415,5523,67100
005680,1998-12-03,5559,5944,5469,5565,178920
005680,1998-12-04,5601,5619,5439,5565,48620
005680,1998-12-05,5565,5668,5529,5667,126570
005680,1998-12-07,5649,5860,5619,5769,122030
005680,1998-12-08,5890,5950,5469,5469,100130
005680,1998-12-09,5541,5860,5529,5589,76760
005680,1998-12-10,5710,5860,5649,5769,137240
005680,1998-12-11,5770,6190,5680,5889,181280
005680,1998-12-14,6010,6401,5830,6130,199450
005680,1998-12-15,6190,6611,5950,6190,161890
005680,1998-12-16,6551,6551,5890,6190,193490
005680,1998-12-17,6010,6130,5649,5649,51330
005680,1998-12-18,5649,5830,5559,5577,46490
005680,1998-12-21,5589,5890,5589,5715,80960
005680,1998-12-22,5716,5716,5295,5529,47830
005680,1998-12-23,5619,5619,5379,5409,41590
005680,1998-12-24,5469,5577,5325,5409,69070
005680,1998-12-28,5529,5589,5409,5529,116450
005680,1999-01-04,5307,5517,5229,5228,46300
005680,1999-01-05,5265,5469,5235,5342,112280
005680,1999-01-06,5409,6130,5409,6130,320130
005680,1999-01-07,6311,6611,6100,6130,326630
005680,1999-01-08,6251,6251,5950,6010,112750
005680,1999-01-11,6130,6791,6010,6791,452890
005680,1999-01-12,6852,6972,6311,6611,207000
005680,1999-01-13,6731,7122,6431,6911,367310
005680,1999-01-14,6972,7032,6190,6310,148820
005680,1999-01-15,6491,6731,6130,6701,186410
005680,1999-01-18,6791,7693,6791,7692,599080
005680,1999-01-19,7813,7813,6551,6551,314160
005680,1999-01-20,6791,6912,6100,6130,236730
005680,1999-01-21,6130,6491,6010,6310,136980
005680,1999-01-22,6160,6251,5830,5829,111550
005680,1999-01-25,5782,5950,5619,5649,79510
005680,1999-01-26,5770,6491,5649,5649,109220
005680,1999-01-27,5680,5890,5529,5715,41320
005680,1999-01-28,5770,6010,5716,5974,59600
005680,1999-01-29,5890,6160,5619,5853,38260
005680,1999-02-01,6010,6010,5776,5974,55030
005680,1999-02-02,6010,6070,5746,5829,50580
005680,1999-02-03,5649,5740,5589,5619,37550
005680,1999-02-04,5559,5619,5349,5523,39170
005680,1999-02-05,5583,5589,5415,5469,19330
005680,1999-02-08,5475,5649,5469,5469,27460
005680,1999-02-09,5409,5409,5169,5276,28910
005680,1999-02-10,5277,5277,4988,5204,40950
005680,1999-02-11,5229,5403,5229,5288,32250
005680,1999-02-12,5469,5529,5349,5463,58410
005680,1999-02-18,5349,5529,5349,5379,17240
005680,1999-02-19,4988,5349,4988,5108,19040
005680,1999-02-22,5830,5872,5169,5288,111620
005680,1999-02-23,5319,5349,5048,5078,83020
005680,1999-02-24,5175,5229,5048,5048,32320
005680,1999-02-25,4874,4952,4862,4880,50560
005680,1999-02-26,4808,5048,4808,4946,177360
005680,1999-03-02,5048,5109,4988,5048,54620
005680,1999-03-03,5048,5048,4868,4874,42680
005680,1999-03-04,4898,5018,4898,4928,21760
005680,1999-03-05,4868,5030,4868,4976,43370
005680,1999-03-08,5109,5199,5018,5174,97560
005680,1999-03-09,5229,5229,5018,5162,67510
005680,1999-03-10,5054,5349,5054,5348,107450
005680,1999-03-11,5343,5439,5289,5409,99070
005680,1999-03-12,5469,5565,5355,5415,89210
005680,1999-03-15,5415,5589,5355,5361,64140
005680,1999-03-16,5289,5475,5289,5294,48450
005680,1999-03-17,5349,5445,5349,5409,130360
005680,1999-03-18,5409,5409,5169,5373,63030
005680,1999-03-19,5349,5403,5289,5348,63750
005680,1999-03-22,5349,5499,5289,5294,65230
005680,1999-03-23,5295,5499,5295,5348,88530
005680,1999-03-24,5379,5680,5349,5589,210190
005680,1999-03-25,5529,5589,5439,5589,67710
005680,1999-03-26,5710,5800,5445,5445,129880
005680,1999-03-29,5469,5553,5349,5361,43850
005680,1999-03-30,5451,5529,5391,5409,50350
005680,1999-03-31,5421,5559,5349,5421,93560
005680,1999-04-01,5523,5559,5415,5433,101720
005680,1999-04-02,5439,5499,5415,5433,118890
005680,1999-04-06,5445,5800,5445,5769,184730
005680,1999-04-07,5830,5860,5716,5769,176310
005680,1999-04-08,5770,5860,5716,5769,92640
005680,1999-04-09,5710,5830,5662,5661,89380
005680,1999-04-12,5662,5662,5559,5601,131450
005680,1999-04-13,5662,5992,5601,5775,268180
005680,1999-04-14,5716,6070,5716,5937,159740
005680,1999-04-15,6004,6190,5896,6070,179470
005680,1999-04-16,6070,6070,5770,5919,171930
005680,1999-04-19,5776,5950,5770,5950,138380
005680,1999-04-20,5950,6431,5896,6310,223860
005680,1999-04-21,6311,6371,6010,6010,138400
005680,1999-04-22,6912,6912,6912,6911,127650
005680,1999-04-23,7933,7933,7603,7933,1675790
005680,1999-04-26,7813,8174,7272,8113,840470
005680,1999-04-27,8114,8715,7753,8233,402900
005680,1999-04-28,7933,8234,7873,7933,188450
005680,1999-04-29,7813,8354,7573,7632,267550
005680,1999-04-30,7843,8114,7633,7813,222490
005680,1999-05-03,7933,8985,7873,8985,407420
005680,1999-05-04,9075,9135,8414,8744,283540
005680,1999-05-06,8594,9736,8594,9015,304700
005680,1999-05-07,8835,9436,8775,8894,183200
005680,1999-05-10,8895,9015,8534,8774,172240
005680,1999-05-11,8835,9135,8354,8354,240480
005680,1999-05-12,8294,8414,7873,8173,175260
005680,1999-05-13,8234,8354,7753,7813,167110
005680,1999-05-14,7693,7933,7392,7542,145020
005680,1999-05-17,7813,7813,7092,7242,95200
005680,1999-05-18,7272,8054,7272,7572,189300
005680,1999-05-19,7813,7813,7603,7632,95290
005680,1999-05-20,7633,7753,6912,6971,130340
005680,1999-05-21,6611,7182,6611,6941,109910
005680,1999-05-24,6852,6942,6491,6731,75730
005680,1999-05-25,6611,7272,6611,7091,94560
005680,1999-05-26,7152,7513,7002,7452,89900
005680,1999-05-27,7513,7633,7212,7332,120850
005680,1999-05-28,7483,7483,7242,7422,81350
005680,1999-05-31,7513,8084,7453,7572,189160
005680,1999-06-01,7573,7573,7212,7482,46950
005680,1999-06-02,7753,7813,7392,7572,84530
005680,1999-06-03,7573,7723,7092,7332,94820
005680,1999-06-04,7392,7513,7272,7332,58200
005680,1999-06-07,7272,7483,7272,7362,80780
005680,1999-06-08,7453,7723,7453,7542,117300
005680,1999-06-09,7453,7543,7032,7031,118700
005680,1999-06-10,7212,7392,6972,7332,90360
005680,1999-06-11,7272,7513,7122,7332,144780
005680,1999-06-14,7272,8114,7212,7602,218210
005680,1999-06-15,7663,7663,6491,7212,147250
005680,1999-06-16,7453,7453,7152,7152,85610
005680,1999-06-17,7242,7693,7212,7452,226990
005680,1999-06-18,7272,7933,7272,7692,298010
005680,1999-06-21,7813,8054,7633,7873,224880
005680,1999-06-22,7993,8294,7693,8233,382790
005680,1999-06-23,8414,8835,8264,8474,592060
005680,1999-06-24,8534,8594,8234,8263,177320
005680,1999-06-25,8294,9496,8294,9495,534220
005680,1999-06-28,9616,10488,9075,9976,860960
005680,1999-06-29,9616,10217,9436,9435,430040
005680,1999-06-30,9887,9917,9135,9255,371270
005680,1999-07-01,9256,9977,8835,9616,368840
005680,1999-07-02,9556,9827,9376,9435,167040
005680,1999-07-05,9616,9917,9436,9495,257300
005680,1999-07-06,9616,10397,9616,9856,395800
005680,1999-07-07,9857,10037,9436,9616,207780
005680,1999-07-08,9436,10187,9436,9766,382000
005680,1999-07-09,9917,10157,9646,9706,253680
005680,1999-07-12,10037,11149,9917,11148,813950
005680,1999-07-13,11059,11630,10818,11058,706620
005680,1999-07-14,11059,11359,9917,10096,403220
005680,1999-07-15,9436,10397,9436,10157,285340
005680,1999-07-16,10277,10698,10037,10457,379160
005680,1999-07-19,10458,11239,10337,10697,391090
005680,1999-07-20,10698,11119,10458,10517,265610
005680,1999-07-21,10397,10518,9616,10157,193620
005680,1999-07-22,10157,11660,10157,11659,986900
005680,1999-07-23,11900,12982,10818,11118,1211680
005680,1999-07-26,11239,12321,10247,11539,722960
005680,1999-07-27,11539,11720,11299,11298,348560
005680,1999-07-28,11720,11720,11119,11419,419510
005680,1999-07-29,11419,12231,11359,11719,618830
005680,1999-07-30,12020,12020,11119,11268,400520
005680,1999-08-02,11299,11539,10938,11118,254840
005680,1999-08-03,11239,11599,10878,11118,273330
005680,1999-08-04,11239,11419,10908,10908,196090
005680,1999-08-05,11119,11239,10518,10697,187370
005680,1999-08-06,10518,10878,10097,10577,192360
005680,1999-08-09,10578,11660,10397,11088,283070
005680,1999-08-10,11089,11419,10818,10848,180430
005680,1999-08-11,10878,10878,10518,10517,127560
005680,1999-08-12,10337,10578,10247,10337,131390
005680,1999-08-13,10397,10397,9977,10217,157680
005680,1999-08-16,10217,10878,10097,10457,162200
005680,1999-08-17,10458,10788,9917,9916,115300
005680,1999-08-18,9736,9857,8444,9315,105180
005680,1999-08-19,9376,9706,9376,9556,84680
005680,1999-08-20,9796,9917,9316,9556,110930
005680,1999-08-23,9556,10217,9436,10096,143000
005680,1999-08-24,10097,10638,10097,10607,180010
005680,1999-08-25,10638,11119,10367,10818,173720
005680,1999-08-26,11059,11419,10758,11238,247730
005680,1999-08-27,11479,11840,11179,11238,250330
005680,1999-08-30,11239,11720,11239,11419,191810
005680,1999-08-31,11419,11539,11299,11419,173790
005680,1999-09-01,11660,12321,11419,11839,443210
005680,1999-09-02,11539,12020,11359,11749,323950
005680,1999-09-03,12080,13493,11720,13492,781430
005680,1999-09-06,13853,14274,11479,11900,1655960
005680,1999-09-07,13042,13102,12201,12440,925240
005680,1999-09-08,12381,12441,11299,11509,371420
005680,1999-09-09,11089,11599,11089,11599,280130
005680,1999-09-10,11239,11990,11239,11419,207720
005680,1999-09-13,11419,12621,11419,12230,426460
005680,1999-09-14,12471,12501,12231,12320,254870
005680,1999-09-15,12321,12441,12020,12380,223480
005680,1999-09-16,12381,12621,12020,12020,231860
005680,1999-09-17,12020,12201,11479,12020,262760
005680,1999-09-20,12020,12201,11720,11900,556870
005680,1999-09-21,11550,12300,11200,11200,303990
005680,1999-09-22,11200,11900,11200,11500,268920
005680,1999-09-27,11200,11500,10600,10600,130670
005680,1999-09-28,10500,11000,10050,10150,128350
005680,1999-09-29,9950,10250,9550,9550,128370
005680,1999-09-30,9000,9500,8700,8700,131430
005680,1999-10-01,8700,8900,7700,8150,154100
005680,1999-10-04,8200,8400,8000,8120,101200
005680,1999-10-05,7900,8400,7900,8000,126480
005680,1999-10-06,7800,8190,7780,8110,105030
005680,1999-10-07,8410,9200,8210,8870,254380
005680,1999-10-08,8880,9400,8870,9100,174720
005680,1999-10-11,9100,9450,8800,8920,91510
005680,1999-10-12,8900,9150,8700,9000,92680
005680,1999-10-13,9000,9900,8710,9400,230460
005680,1999-10-14,8900,9640,8900,9400,139560
005680,1999-10-15,9200,9400,9100,9110,114320
005680,1999-10-18,8610,9000,8500,8970,128070
005680,1999-10-19,8310,9100,8310,8970,290630
005680,1999-10-20,9100,10300,9010,10300,542730
005680,1999-10-21,10900,11300,10300,10350,854920
005680,1999-10-22,10400,10800,10300,10550,284460
005680,1999-10-25,10600,11400,10550,10750,532820
005680,1999-10-26,10350,10750,10050,10600,304280
005680,1999-10-27,10500,10700,10100,10200,232710
005680,1999-10-28,9900,11200,9900,11000,564940
005680,1999-10-29,11050,11850,10800,10900,512810
005680,1999-11-01,11300,11400,10700,11100,347720
005680,1999-11-02,11200,11600,10700,11100,440670
005680,1999-11-03,11200,11200,10700,10750,277460
005680,1999-11-04,10750,10950,10600,10700,267680
005680,1999-11-05,10700,11400,10700,10700,472500
005680,1999-11-08,10800,11100,10400,10450,324800
005680,1999-11-09,10550,10900,10400,10800,331570
005680,1999-11-10,11100,12400,11100,12350,1419170
005680,1999-11-11,12850,14100,12800,13900,2063870
005680,1999-11-12,14500,15900,12800,13600,1763130
005680,1999-11-15,14100,14100,12850,13400,681440
005680,1999-11-16,12800,13800,12800,12850,739230
005680,1999-11-17,13000,13400,11700,12100,525230
005680,1999-11-18,12100,12100,11550,11700,314060
005680,1999-11-19,11800,12400,11750,12200,430350
005680,1999-11-22,11500,12600,11500,11800,256380
005680,1999-11-23,12000,12900,11550,12100,509000
005680,1999-11-24,12500,12550,11800,12100,271100
005680,1999-11-25,12150,12450,11800,12000,466260
005680,1999-11-26,11900,12200,10650,10650,347680
005680,1999-11-29,10650,10700,9800,10100,301750
005680,1999-11-30,10150,11100,10150,10700,279030
005680,1999-12-01,10800,11100,10100,10200,210840
005680,1999-12-02,10200,10450,9900,9950,224720
005680,1999-12-03,9930,10400,9200,9800,173000
005680,1999-12-06,9820,10150,9410,9600,181150
005680,1999-12-07,9600,9600,8850,8870,237580
005680,1999-12-08,8800,10200,8270,10200,350030
005680,1999-12-09,10550,10800,9600,10050,528440
005680,1999-12-10,10050,11000,10050,10950,432660
005680,1999-12-13,10950,11700,10500,10550,260350
005680,1999-12-14,10500,11900,10000,11300,426520
005680,1999-12-15,11300,11750,10100,10300,248990
005680,1999-12-16,10500,10950,10200,10500,229910
005680,1999-12-17,10400,10750,10100,10100,201450
005680,1999-12-20,10100,10550,9900,9900,152020
005680,1999-12-21,9700,9800,9250,9250,188260
005680,1999-12-22,8760,10300,8650,10300,323220
005680,1999-12-23,10400,10500,9800,9900,188420
005680,1999-12-24,9900,10250,9410,9460,170350
005680,1999-12-27,9560,9750,9030,9250,111040
005680,1999-12-28,9000,9800,8800,9750,211720
005680,2000-01-04,8500,10000,8500,9690,130690
005680,2000-01-05,9610,9900,9150,9900,138730
005680,2000-01-06,9850,9900,9010,9010,78180
005680,2000-01-07,9100,9380,9000,9200,99930
005680,2000-01-10,9010,9480,9000,9020,90770
005680,2000-01-11,9000,9700,9000,9600,279330
005680,2000-01-12,9450,9450,9010,9030,80970
005680,2000-01-13,9050,9190,8800,9010,93030
005680,2000-01-14,9100,9150,8950,9010,91500
005680,2000-01-17,8800,9200,8800,9000,129670
005680,2000-01-18,9010,9270,8900,9000,121030
005680,2000-01-19,9250,9300,8710,8710,157140
005680,2000-01-20,8500,8900,8260,8500,102880
005680,2000-01-21,8100,8600,8000,8350,110900
005680,2000-01-24,7930,8500,7930,8500,97580
005680,2000-01-25,8300,8300,8000,8050,63620
005680,2000-01-26,8050,8330,8000,8200,96280
005680,2000-01-27,8200,9250,8010,9200,224880
005680,2000-01-28,9200,9200,8700,8800,106680
005680,2000-01-31,8700,8700,8300,8660,87030
005680,2000-02-01,8400,8900,8400,8560,74620
005680,2000-02-02,8430,9390,8430,9200,204620
005680,2000-02-03,9300,9350,8820,8950,99350
005680,2000-02-07,8950,9180,8850,8950,101430
005680,2000-02-08,9060,9060,8600,8610,113110
005680,2000-02-09,8400,8750,8400,8500,105530
005680,2000-02-10,8300,8370,8010,8010,165300
005680,2000-02-11,8100,8280,8060,8080,122490
005680,2000-02-14,8080,8250,7630,7720,128150
005680,2000-02-15,7750,7970,7400,7470,157700
005680,2000-02-16,7500,7850,7160,7480,163520
005680,2000-02-17,7260,7700,7200,7380,140420
005680,2000-02-18,7400,8050,7120,7500,263960
005680,2000-02-21,7250,8150,7200,7850,360910
005680,2000-02-22,8400,8990,7910,8900,622870
005680,2000-02-23,9450,9500,8500,8550,615080
005680,2000-02-24,8600,8900,8000,8290,303040
005680,2000-02-25,8100,9150,8100,9000,554450
005680,2000-02-28,9000,9700,8810,9400,615890
005680,2000-02-29,9700,9700,8610,9100,394460
005680,2000-03-02,9200,9580,8920,9200,462370
005680,2000-03-03,9300,9490,9000,9000,268440
005680,2000-03-06,9380,10300,9060,9600,676850
005680,2000-03-07,10000,10650,9630,9710,1202280
005680,2000-03-08,9710,10200,9600,9830,606350
005680,2000-03-09,9800,9910,9500,9500,469100
005680,2000-03-10,9550,10900,9550,10900,826160
005680,2000-03-13,12250,12500,11600,12500,1990300
005680,2000-03-14,12300,12700,11050,11800,1003840
005680,2000-03-15,11500,13000,11050,12500,704810
005680,2000-03-16,12500,13700,11800,11800,1061000
005680,2000-03-17,12400,12500,11150,11300,625310
005680,2000-03-20,11800,11900,11100,11400,515390
005680,2000-03-21,11000,12500,11000,12000,720640
005680,2000-03-22,12150,13800,11900,13750,1854570
005680,2000-03-23,13700,14200,12800,13500,1635340
005680,2000-03-24,13500,14650,13200,13800,1755340
005680,2000-03-27,13600,14700,13200,14000,1107160
005680,2000-03-28,14000,14350,13050,13450,1142800
005680,2000-03-29,13500,14950,13150,13600,1654920
005680,2000-03-30,13950,14200,12900,13400,745840
005680,2000-03-31,12550,13650,12550,13350,407690
005680,2000-04-03,12900,13700,12500,12850,469810
005680,2000-04-04,12550,12850,12150,12200,426760
005680,2000-04-06,12000,12100,11000,11000,479180
005680,2000-04-07,10750,11650,10750,11500,460680
005680,2000-04-10,11200,12400,11200,11800,401090
005680,2000-04-11,11800,12300,11200,11200,265740
005680,2000-04-12,11100,11600,10800,11300,226220
005680,2000-04-14,10900,11200,10500,11000,196410
005680,2000-04-17,9500,10250,9350,9500,240210
005680,2000-04-18,10300,10300,9600,9700,294350
005680,2000-04-19,10000,10700,9800,9930,502300
005680,2000-04-20,10000,10200,9800,10000,164280
005680,2000-04-21,10200,10450,9910,10300,176050
005680,2000-04-24,10400,10500,9870,9950,166730
005680,2000-04-25,9800,10800,9600,10200,279620
005680,2000-04-26,10300,10750,10300,10350,318940
005680,2000-04-27,10200,10600,9850,10600,158010
005680,2000-04-28,10700,11700,10650,11000,647620
005680,2000-05-02,10900,11350,10600,11000,190030
005680,2000-05-03,11000,11250,10600,10700,235370
005680,2000-05-04,10800,11750,10600,11350,589370
005680,2000-05-08,11500,12300,11450,11700,438450
005680,2000-05-09,11950,12100,11600,11800,170840
005680,2000-05-10,11800,11800,11500,11550,142990
005680,2000-05-12,11400,11550,10800,11000,162630
005680,2000-05-15,9350,11200,9350,10300,159890
005680,2000-05-16,10000,10700,10000,10700,118690
005680,2000-05-17,10900,11000,10000,10100,284060
005680,2000-05-18,9900,10000,9010,9300,170950
005680,2000-05-19,9500,9500,8900,9100,55740
005680,2000-05-22,8510,9100,8100,8100,161460
005680,2000-05-23,7600,8590,7520,8100,449220
005680,2000-05-24,8200,8490,7700,8150,157960
005680,2000-05-25,8450,9300,8300,9090,332390
005680,2000-05-26,9000,9090,8100,8290,162500
005680,2000-05-29,8190,8600,7700,8300,93370
005680,2000-05-30,8300,9000,8300,9000,147450
005680,2000-05-31,9050,9750,9050,9300,326030
005680,2000-06-01,9200,9250,8800,8910,115880
005680,2000-06-02,9310,9400,8800,8950,165640
005680,2000-06-05,9000,9600,9000,9350,353280
005680,2000-06-07,10000,10000,9350,9400,339530
005680,2000-06-08,9490,9490,8960,9000,224670
005680,2000-06-09,8800,9180,8800,9050,134000
005680,2000-06-12,9110,9560,9000,9400,335260
005680,2000-06-13,9290,9300,9110,9150,118460
005680,2000-06-14,9100,9250,8960,9150,112490
005680,2000-06-15,9050,9050,8500,8500,69200
005680,2000-06-16,8500,8780,8330,8600,70210
005680,2000-06-19,8300,8760,8300,8400,61970
005680,2000-06-20,8400,8900,8400,8800,69470
005680,2000-06-21,9000,9200,8610,9000,144670
005680,2000-06-22,9250,9250,8900,8910,77400
005680,2000-06-23,8980,9300,8810,9000,91840
005680,2000-06-26,9100,9840,8990,9700,251080
005680,2000-06-27,9850,10200,9820,9850,171660
005680,2000-06-28,10150,10300,9930,10300,128750
005680,2000-06-29,10200,10500,10100,10500,66960
005680,2000-06-30,10150,10600,10150,10600,69000
005680,2000-07-03,10600,11300,10600,10850,138950
005680,2000-07-04,10850,10950,10450,10800,104950
005680,2000-07-05,10500,10750,10100,10700,107260
005680,2000-07-06,10600,12150,10300,12000,282720
005680,2000-07-07,11800,11900,11500,11600,281290
005680,2000-07-10,11800,11800,10800,11150,220340
005680,2000-07-11,11300,11450,10900,11150,104690
005680,2000-07-12,10800,11400,10800,11400,134310
005680,2000-07-13,11000,11500,11000,11200,111390
005680,2000-07-14,11200,11400,10000,10400,422940
005680,2000-07-18,10450,10800,10050,10300,128810
005680,2000-07-19,10000,10400,9900,10300,114040
005680,2000-07-20,10200,10200,9760,9800,120810
005680,2000-07-21,9800,10000,9300,9900,68470
005680,2000-07-24,9700,9900,9100,9200,109990
005680,2000-07-25,9010,9400,8700,9200,94520
005680,2000-07-26,9000,9310,8940,9310,440250
005680,2000-07-27,9300,9300,8800,9000,130110
005680,2000-07-28,8800,8970,8500,8500,196060
005680,2000-07-31,8100,8380,8040,8380,245820
005680,2000-08-01,8560,9050,8390,8850,182270
005680,2000-08-02,8850,8990,8520,8840,158910
005680,2000-08-03,8800,8940,8700,8760,79350
005680,2000-08-04,8650,8900,8650,8780,65090
005680,2000-08-07,8700,9080,8560,8800,193680
005680,2000-08-08,8850,8990,8500,8750,119660
005680,2000-08-09,8750,8990,8710,8990,65210
005680,2000-08-10,8900,9300,8820,9300,125790
005680,2000-08-11,9100,9200,9010,9200,72990
005680,2000-08-14,9490,9850,9300,9570,123300
005680,2000-08-16,9500,9690,9280,9390,47580
005680,2000-08-17,9390,9390,9150,9150,60850
005680,2000-08-18,9140,9480,9140,9310,64840
005680,2000-08-21,9200,9350,9200,9200,42950
005680,2000-08-22,9160,9500,9100,9490,58080
005680,2000-08-23,9360,9450,9250,9350,63970
005680,2000-08-24,9350,9400,9130,9280,48910
005680,2000-08-25,9480,9900,9150,9450,189060
005680,2000-08-28,9450,9750,9400,9600,64580
005680,2000-08-29,9610,10000,9550,9900,83560
005680,2000-08-30,9800,9900,9700,9850,37040
005680,2000-08-31,9700,9850,9350,9500,71740
005680,2000-09-01,9410,9940,9400,9810,97640
005680,2000-09-04,9900,10800,9700,10300,192400
005680,2000-09-05,10450,10500,9980,10300,104790
005680,2000-09-06,10350,10400,9960,9960,71900
005680,2000-09-07,9600,9960,9490,9750,89210
005680,2000-09-08,9750,9980,9420,9980,71370
005680,2000-09-14,9930,9930,9420,9500,59640
005680,2000-09-15,9300,9560,9260,9400,60020
005680,2000-09-18,8900,9200,8100,8200,89720
005680,2000-09-19,7800,8900,7800,8690,108850
005680,2000-09-20,8900,9100,8690,8800,39600
005680,2000-09-21,8800,9000,8410,8500,35810
005680,2000-09-22,8750,8750,8000,8500,80560
005680,2000-09-25,8500,8980,8430,8980,111990
005680,2000-09-26,8980,9290,8730,9200,66090
005680,2000-09-27,9100,9190,8910,9140,28390
005680,2000-09-28,8960,9180,8900,9000,26520
005680,2000-09-29,9190,9190,8850,9000,38150
005680,2000-10-02,8950,8950,8730,8850,21170
005680,2000-10-04,8850,9030,8750,8950,41220
